t,phi,phi_prime
1.997650000000005477e+01,1.504036787003376574e+01,-2.449024924476296938e+00
1.997640000000005500e+01,1.504061277357431869e+01,-2.449045728209149786e+00
1.997630000000005523e+01,1.504085767914845739e+01,-2.449065603265493163e+00
1.997620000000005547e+01,1.504110258666539934e+01,-2.449084590989056398e+00
1.997610000000005570e+01,1.504134749603839971e+01,-2.449102730888310209e+00
1.997600000000005593e+01,1.504159240718457902e+01,-2.449120060717669745e+00
1.997590000000005617e+01,1.504183732002474727e+01,-2.449136616555120050e+00
1.997580000000005640e+01,1.504208223448324411e+01,-2.449152432876418928e+00
1.997570000000005663e+01,1.504232715048777536e+01,-2.449167542626027760e+00
1.997560000000005687e+01,1.504257206796927093e+01,-2.449181977284913270e+00
1.997550000000005710e+01,1.504281698686173563e+01,-2.449195766935360119e+00
1.997540000000005733e+01,1.504306190710211943e+01,-2.449208940322921801e+00
1.997530000000005757e+01,1.504330682863017721e+01,-2.449221524915638604e+00
1.997520000000005780e+01,1.504355175138835321e+01,-2.449233546960640773e+00
1.997510000000005803e+01,1.504379667532165676e+01,-2.449245031538252793e+00
1.997500000000005826e+01,1.504404160037754679e+01,-2.449256002613708461e+00
1.997490000000005850e+01,1.504428652650582876e+01,-2.449266483086581569e+00
1.997480000000005873e+01,1.504453145365854283e+01,-2.449276494838033003e+00
1.997470000000005896e+01,1.504477638178987142e+01,-2.449286058775969277e+00
1.997460000000005920e+01,1.504502131085603978e+01,-2.449295194878206683e+00
1.997450000000005943e+01,1.504526624081522534e+01,-2.449303922233725839e+00
1.997440000000005966e+01,1.504551117162747254e+01,-2.449312259082103704e+00
1.997430000000005990e+01,1.504575610325460744e+01,-2.449320222851200768e+00
1.997420000000006013e+01,1.504600103566016323e+01,-2.449327830193182010e+00
1.997410000000006036e+01,1.504624596880929843e+01,-2.449335097018944474e+00
1.997400000000006060e+01,1.504649090266872591e+01,-2.449342038531020282e+00
1.997390000000006083e+01,1.504673583720664709e+01,-2.449348669255027033e+00
1.997380000000006106e+01,1.504698077239268272e+01,-2.449355003069721537e+00
1.997370000000006129e+01,1.504722570819780891e+01,-2.449361053235727947e+00
1.997360000000006153e+01,1.504747064459429851e+01,-2.449366832422989582e+00
1.997350000000006176e+01,1.504771558155566602e+01,-2.449372352737008818e+00
1.997340000000006199e+01,1.504796051905660370e+01,-2.449377625743923037e+00
1.997330000000006223e+01,1.504820545707294066e+01,-2.449382662494469898e+00
1.997320000000006246e+01,1.504845039558158071e+01,-2.449387473546890792e+00
1.997310000000006269e+01,1.504869533456046327e+01,-2.449392068988820892e+00
1.997300000000006293e+01,1.504894027398851364e+01,-2.449396458458207970e+00
1.997290000000006316e+01,1.504918521384559682e+01,-2.449400651163302634e+00
1.997280000000006339e+01,1.504943015411248197e+01,-2.449404655901766148e+00
1.997270000000006362e+01,1.504967509477079446e+01,-2.449408481078927835e+00
1.997260000000006386e+01,1.504992003580298210e+01,-2.449412134725233781e+00
1.997250000000006409e+01,1.505016497719227786e+01,-2.449415624512922829e+00
1.997240000000006432e+01,1.505040991892266788e+01,-2.449418957771960503e+00
1.997230000000006456e+01,1.505065486097884886e+01,-2.449422141505269490e+00
1.997220000000006479e+01,1.505089980334620847e+01,-2.449425182403281553e+00
1.997210000000006502e+01,1.505114474601078278e+01,-2.449428086857844633e+00
1.997200000000006526e+01,1.505138968895923668e+01,-2.449430860975512214e+00
1.997190000000006549e+01,1.505163463217882835e+01,-2.449433510590245167e+00
1.997180000000006572e+01,1.505187957565738976e+01,-2.449436041275546039e+00
1.997170000000006596e+01,1.505212451938329643e+01,-2.449438458356057779e+00
1.997160000000006619e+01,1.505236946334544434e+01,-2.449440766918645540e+00
1.997150000000006642e+01,1.505261440753322510e+01,-2.449442971822987314e+00
1.997140000000006665e+01,1.505285935193650815e+01,-2.449445077711693397e+00
1.997130000000006689e+01,1.505310429654561588e+01,-2.449447089019976431e+00
1.997120000000006712e+01,1.505334924135130237e+01,-2.449449009984893788e+00
1.997110000000006735e+01,1.505359418634473734e+01,-2.449450844654175174e+00
1.997100000000006759e+01,1.505383913151748665e+01,-2.449452596894662104e+00
1.997090000000006782e+01,1.505408407686149275e+01,-2.449454270400369893e+00
1.997080000000006805e+01,1.505432902236906045e+01,-2.449455868700192163e+00
1.997070000000006829e+01,1.505457396803283920e+01,-2.449457395165261619e+00
1.997060000000006852e+01,1.505481891384580706e+01,-2.449458853015985760e+00
1.997050000000006875e+01,1.505506385980125827e+01,-2.449460245328767716e+00
1.997040000000006899e+01,1.505530880589278730e+01,-2.449461575042428674e+00
1.997030000000006922e+01,1.505555375211427460e+01,-2.449462844964345187e+00
1.997020000000006945e+01,1.505579869845987595e+01,-2.449464057776313375e+00
1.997010000000006968e+01,1.505604364492401182e+01,-2.449465216040150661e+00
1.997000000000006992e+01,1.505628859150134780e+01,-2.449466322203051050e+00
1.996990000000007015e+01,1.505653353818679285e+01,-2.449467378602699252e+00
1.996980000000007038e+01,1.505677848497548332e+01,-2.449468387472159225e+00
1.996970000000007062e+01,1.505702343186277403e+01,-2.449469350944544210e+00
1.996960000000007085e+01,1.505726837884422764e+01,-2.449470271057478499e+00
1.996950000000007108e+01,1.505751332591560576e+01,-2.449471149757361577e+00
1.996940000000007132e+01,1.505775827307286008e+01,-2.449471988903441311e+00
1.996930000000007155e+01,1.505800322031212701e+01,-2.449472790271705946e+00
1.996920000000007178e+01,1.505824816762971174e+01,-2.449473555558604243e+00
1.996910000000007201e+01,1.505849311502208998e+01,-2.449474286384596855e+00
1.996900000000007225e+01,1.505873806248589197e+01,-2.449474984297553171e+00
1.996890000000007248e+01,1.505898301001790252e+01,-2.449475650775993163e+00
1.996880000000007271e+01,1.505922795761504673e+01,-2.449476287232187133e+00
1.996870000000007295e+01,1.505947290527439186e+01,-2.449476895015117339e+00
1.996860000000007318e+01,1.505971785299313659e+01,-2.449477475413305516e+00
1.996850000000007341e+01,1.505996280076860394e+01,-2.449478029657516487e+00
1.996840000000007365e+01,1.506020774859823597e+01,-2.449478558923340543e+00
1.996830000000007388e+01,1.506045269647959373e+01,-2.449479064333660805e+00
1.996820000000007411e+01,1.506069764441034486e+01,-2.449479546961009557e+00
1.996810000000007435e+01,1.506094259238826183e+01,-2.449480007829820227e+00
1.996800000000007458e+01,1.506118754041121832e+01,-2.449480447918579440e+00
1.996790000000007481e+01,1.506143248847718397e+01,-2.449480868161883151e+00
1.996780000000007504e+01,1.506167743658421898e+01,-2.449481269452398635e+00
1.996770000000007528e+01,1.506192238473047063e+01,-2.449481652642741647e+00
1.996760000000007551e+01,1.506216733291417142e+01,-2.449482018547269657e+00
1.996750000000007574e+01,1.506241228113363029e+01,-2.449482367943792482e+00
1.996740000000007598e+01,1.506265722938723428e+01,-2.449482701575210086e+00
1.996730000000007621e+01,1.506290217767344330e+01,-2.449483020151074442e+00
1.996720000000007644e+01,1.506314712599078476e+01,-2.449483324349082114e+00
1.996710000000007668e+01,1.506339207433785532e+01,-2.449483614816502453e+00
1.996700000000007691e+01,1.506363702271331206e+01,-2.449483892171538280e+00
1.996690000000007714e+01,1.506388197111587246e+01,-2.449484157004629736e+00
1.996680000000007738e+01,1.506412691954431438e+01,-2.449484409879696400e+00
1.996670000000007761e+01,1.506437186799746897e+01,-2.449484651335326557e+00
1.996660000000007784e+01,1.506461681647421891e+01,-2.449484881885910958e+00
1.996650000000007807e+01,1.506486176497349838e+01,-2.449485102022729066e+00
1.996640000000007831e+01,1.506510671349429131e+01,-2.449485312214982446e+00
1.996630000000007854e+01,1.506535166203562426e+01,-2.449485512910786422e+00
1.996620000000007877e+01,1.506559661059656996e+01,-2.449485704538114650e+00
1.996610000000007901e+01,1.506584155917624201e+01,-2.449485887505701509e+00
1.996600000000007924e+01,1.506608650777379488e+01,-2.449486062203905412e+00
1.996590000000007947e+01,1.506633145638842031e+01,-2.449486229005533033e+00
1.996580000000007971e+01,1.506657640501934559e+01,-2.449486388266625791e+00
1.996570000000007994e+01,1.506682135366583353e+01,-2.449486540327213024e+00
1.996560000000008017e+01,1.506706630232718069e+01,-2.449486685512028750e+00
1.996550000000008041e+01,1.506731125100271562e+01,-2.449486824131198670e+00
1.996540000000008064e+01,1.506755619969179705e+01,-2.449486956480896538e+00
1.996530000000008087e+01,1.506780114839381213e+01,-2.449487082843968988e+00
1.996520000000008110e+01,1.506804609710817466e+01,-2.449487203490534171e+00
1.996510000000008134e+01,1.506829104583432688e+01,-2.449487318678553294e+00
1.996500000000008157e+01,1.506853599457173587e+01,-2.449487428654375520e+00
1.996490000000008180e+01,1.506878094331989182e+01,-2.449487533653260662e+00
1.996480000000008204e+01,1.506902589207830800e+01,-2.449487633899876560e+00
1.996470000000008227e+01,1.506927084084652080e+01,-2.449487729608773812e+00
1.996460000000008250e+01,1.506951578962408611e+01,-2.449487820984841857e+00
1.996450000000008274e+01,1.506976073841057939e+01,-2.449487908223741517e+00
1.996440000000008297e+01,1.507000568720559919e+01,-2.449487991512320662e+00
1.996430000000008320e+01,1.507025063600875647e+01,-2.449488071029009451e+00
1.996420000000008343e+01,1.507049558481968532e+01,-2.449488146944199141e+00
1.996410000000008367e+01,1.507074053363803223e+01,-2.449488219420602686e+00
1.996400000000008390e+01,1.507098548246346148e+01,-2.449488288613600684e+00
1.996390000000008413e+01,1.507123043129565154e+01,-2.449488354671570001e+00
1.996380000000008437e+01,1.507147538013429688e+01,-2.449488417736199519e+00
1.996370000000008460e+01,1.507172032897910441e+01,-2.449488477942790343e+00
1.996360000000008483e+01,1.507196527782979523e+01,-2.449488535420543123e+00
1.996350000000008507e+01,1.507221022668610289e+01,-2.449488590292833390e+00
1.996340000000008530e+01,1.507245517554777159e+01,-2.449488642677471351e+00
1.996330000000008553e+01,1.507270012441455975e+01,-2.449488692686954572e+00
1.996320000000008577e+01,1.507294507328623467e+01,-2.449488740428705125e+00
1.996310000000008600e+01,1.507319002216257431e+01,-2.449488786005299623e+00
1.996300000000008623e+01,1.507343497104336727e+01,-2.449488829514686383e+00
1.996290000000008646e+01,1.507367991992841105e+01,-2.449488871050393257e+00
1.996280000000008670e+01,1.507392486881751381e+01,-2.449488910701727473e+00
1.996270000000008693e+01,1.507416981771049080e+01,-2.449488948553965706e+00
1.996260000000008716e+01,1.507441476660716617e+01,-2.449488984688534376e+00
1.996250000000008740e+01,1.507465971550737294e+01,-2.449489019183184180e+00
1.996240000000008763e+01,1.507490466441095123e+01,-2.449489052112155285e+00
1.996230000000008786e+01,1.507514961331774650e+01,-2.449489083546335433e+00
